user_id,signup_date,country,device_type,is_kyc_verified,account_type
U03145,2023-01-26,Australia,Desktop,Yes,Personal
U03146,2023-05-14,Australia,Mobile,No,Personal
U03147,2023-06-24,UK,Mobile,Yes,Personal
U03148,2023-07-17,Australia,Desktop,Yes,Personal
U03149,2023-05-06,UK,Mobile,Yes,Personal
U03150,2023-03-18,USA,Mobile,Yes,Personal
U03151,2022-09-18,Australia,Desktop,Yes,Personal
U03152,2024-02-12,Canada,Mobile,Yes,Personal
U03153,2022-12-16,India,Mobile,Yes,Personal
U03154,2022-12-18,USA,Mobile,No,Personal
U03155,2023-06-04,Canada,Desktop,No,Personal
U03156,2022-11-16,USA,Mobile,Yes,Personal
U03157,2022-05-18,Germany,Mobile,Yes,Personal
U03158,2023-07-04,USA,Mobile,Yes,Business
U03159,2023-09-15,USA,Mobile,No,Personal
U03160,2023-01-03,Germany,Mobile,Yes,Personal
U03161,2022-08-08,Australia,Mobile,Yes,Personal
U03162,2022-12-03,India,Mobile,Yes,Personal
U03163,2022-08-11,Canada,Desktop,Yes,Personal
U03164,2023-10-10,UK,Desktop,Yes,Personal
U03165,2024-02-07,India,Desktop,Yes,Personal
U03166,2022-12-26,USA,Desktop,No,Personal
U03167,2022-11-25,UK,Mobile,No,Personal
U03168,2023-04-08,Germany,Desktop,No,Personal
U03169,2023-07-15,India,Desktop,Yes,Personal
U03170,2024-03-14,Australia,Mobile,No,Personal
U03171,2023-01-17,Canada,Mobile,Yes,Personal
U03172,2024-04-15,India,Mobile,Yes,Personal
U03173,2023-08-13,India,Mobile,No,Personal
U03174,2023-09-09,Australia,Mobile,Yes,Personal
U03175,2022-06-18,UK,Mobile,Yes,Personal
U03176,2022-08-05,Germany,Desktop,Yes,Personal
U03177,2023-01-13,Australia,Desktop,No,Personal
U03178,2022-04-29,Germany,Mobile,No,Personal
U03179,2022-07-09,Australia,Mobile,Yes,Business
U03180,2024-02-06,India,Mobile,No,Personal
U03181,2023-01-05,Germany,Desktop,No,Personal
U03182,2024-02-17,UK,Mobile,Yes,Personal
U03183,2022-05-29,UK,Desktop,Yes,Personal
U03184,2023-11-07,Canada,Mobile,Yes,Business
U03185,2023-10-14,Germany,Mobile,Yes,Business
U03186,2024-05-08,Canada,Desktop,Yes,Personal
U03187,2023-05-03,Australia,Mobile,Yes,Business
U03188,2024-02-09,USA,Desktop,Yes,Personal
U03189,2023-01-09,UK,Mobile,No,Personal
U03190,2024-02-20,India,Desktop,No,Personal
U03191,2023-11-24,UK,Mobile,Yes,Personal
U03192,2022-06-09,USA,Mobile,Yes,Personal
U03193,2022-12-17,India,Mobile,No,Business
U03194,2022-10-15,Germany,Mobile,Yes,Personal
U03195,2022-10-15,Germany,Mobile,Yes,Personal
U03196,2024-06-10,UK,Desktop,Yes,Personal
U03197,2022-08-14,India,Desktop,Yes,Business
U03198,2023-06-07,Australia,Mobile,Yes,Personal
U03199,2023-06-06,India,Mobile,No,Personal
U03200,2024-02-22,Canada,Desktop,Yes,Personal
U03201,2022-09-30,USA,Mobile,Yes,Personal
U03202,2023-02-06,Germany,Desktop,Yes,Personal
U03203,2022-07-02,UK,Desktop,Yes,Personal
U03204,2023-10-27,India,Desktop,Yes,Personal
U03205,2023-05-03,Germany,Mobile,Yes,Personal
U03206,2024-04-06,UK,Desktop,Yes,Personal
U03207,2024-04-25,Germany,Mobile,Yes,Personal
U03208,2022-05-04,UK,Mobile,No,Personal
U03209,2023-09-18,Germany,Mobile,No,Business
U03210,2024-02-29,Australia,Mobile,No,Business
U03211,2023-02-18,Canada,Mobile,Yes,Business
U03212,2023-12-26,USA,Desktop,Yes,Personal
U03213,2022-06-21,Germany,Mobile,No,Personal
U03214,2022-10-15,USA,Mobile,Yes,Personal
U03215,2023-03-11,Germany,Desktop,Yes,Business
U03216,2023-11-17,India,Desktop,Yes,Business
U03217,2022-04-23,Canada,Mobile,No,Business
U03218,2024-06-06,Australia,Desktop,No,Personal
U03219,2022-05-02,Canada,Desktop,Yes,Business
U03220,2023-06-28,USA,Mobile,No,Business
U03221,2022-08-10,India,Desktop,Yes,Personal
U03222,2023-09-23,UK,Mobile,Yes,Personal
U03223,2022-02-08,Canada,Desktop,Yes,Personal
U03224,2023-05-12,Australia,Mobile,Yes,Personal
U03225,2024-02-19,India,Mobile,No,Personal
U03226,2022-08-21,India,Mobile,Yes,Personal
U03227,2023-06-14,USA,Mobile,Yes,Personal
U03228,2022-05-29,Australia,Mobile,No,Personal
U03229,2023-02-01,India,Desktop,Yes,Personal
U03230,2023-10-23,India,Mobile,Yes,Personal
U03231,2023-09-30,UK,Mobile,Yes,Personal
U03232,2022-10-29,USA,Mobile,Yes,Personal
U03233,2022-12-26,USA,Desktop,Yes,Business
U03234,2022-08-26,Australia,Desktop,Yes,Personal
U03235,2023-10-09,India,Desktop,Yes,Personal
U03236,2023-10-25,UK,Desktop,Yes,Personal
U03237,2022-08-24,Germany,Mobile,Yes,Personal
U03238,2024-01-06,Canada,Desktop,Yes,Personal
U03239,2022-07-22,USA,Mobile,Yes,Personal
U03240,2022-09-13,UK,Desktop,Yes,Personal
U03241,2023-08-21,Australia,Mobile,Yes,Personal
U03242,2023-10-24,UK,Desktop,Yes,Personal
U03243,2022-08-23,India,Mobile,Yes,Personal
U03244,2022-12-11,Canada,Mobile,Yes,Personal
U03245,2023-06-18,USA,Mobile,No,Personal
U03246,2024-05-09,Germany,Mobile,Yes,Personal
U03247,2024-03-07,India,Mobile,Yes,Personal
U03248,2024-02-20,USA,Mobile,Yes,Personal
U03249,2023-04-11,Australia,Desktop,Yes,Personal
U03250,2024-02-09,USA,Mobile,No,Business
U03251,2023-06-25,UK,Mobile,Yes,Personal
U03252,2022-08-01,Canada,Desktop,Yes,Personal
U03253,2023-04-08,Germany,Mobile,Yes,Personal
U03254,2023-03-12,Canada,Desktop,Yes,Personal
U03255,2022-10-10,UK,Mobile,Yes,Personal
U03256,2023-07-16,Germany,Mobile,Yes,Personal
U03257,2023-08-30,Germany,Mobile,Yes,Personal
U03258,2023-04-08,India,Mobile,No,Personal
U03259,2023-02-11,Germany,Desktop,Yes,Personal
U03260,2022-03-29,USA,Mobile,Yes,Personal
U03261,2022-02-13,Canada,Desktop,No,Personal
U03262,2023-04-06,Australia,Mobile,Yes,Personal
U03263,2022-10-05,Australia,Desktop,Yes,Business
U03264,2023-11-14,Canada,Desktop,No,Personal
U03265,2023-02-25,India,Mobile,Yes,Personal
U03266,2023-12-02,Germany,Desktop,Yes,Personal
U03267,2022-12-19,UK,Mobile,No,Personal
U03268,2023-11-27,USA,Mobile,No,Personal
U03269,2023-05-30,India,Desktop,No,Personal
U03270,2023-12-04,Germany,Mobile,Yes,Personal
U03271,2023-09-22,Australia,Mobile,Yes,Personal
U03272,2022-01-19,UK,Mobile,Yes,Personal
U03273,2022-01-23,Germany,Desktop,Yes,Personal
U03274,2023-02-17,India,Desktop,Yes,Personal
U03275,2022-01-30,UK,Desktop,Yes,Personal
U03276,2024-03-17,UK,Mobile,Yes,Personal
U03277,2022-04-18,UK,Desktop,No,Personal
U03278,2023-01-02,UK,Desktop,Yes,Personal
U03279,2022-10-08,Germany,Mobile,Yes,Personal
U03280,2022-05-08,UK,Mobile,Yes,Personal
U03281,2022-08-17,Germany,Desktop,No,Personal
U03282,2022-04-21,UK,Desktop,Yes,Personal
U03283,2022-05-16,UK,Mobile,Yes,Personal
U03284,2022-12-28,India,Desktop,Yes,Personal
U03285,2022-07-05,Germany,Mobile,Yes,Business
U03286,2023-10-18,Australia,Desktop,Yes,Personal
U03287,2023-08-07,Germany,Mobile,Yes,Personal
U03288,2022-05-09,Canada,Mobile,Yes,Personal
U03289,2024-05-25,Australia,Mobile,Yes,Business
U03290,2022-09-18,India,Desktop,Yes,Personal
U03291,2023-05-30,Germany,Mobile,Yes,Business
U03292,2023-03-25,India,Desktop,Yes,Personal
U03293,2024-06-18,Australia,Mobile,Yes,Personal
U03294,2022-04-14,India,Desktop,No,Personal
U03295,2023-04-28,India,Mobile,Yes,Personal
U03296,2022-08-12,USA,Mobile,Yes,Personal
U03297,2024-04-11,Germany,Mobile,Yes,Personal
U03298,2024-05-23,India,Mobile,Yes,Personal
U03299,2024-05-15,USA,Desktop,No,Personal
U03300,2023-05-06,USA,Mobile,Yes,Personal
U03301,2023-04-18,UK,Mobile,Yes,Personal
U03302,2022-01-10,UK,Mobile,No,Personal
U03303,2023-02-09,Australia,Mobile,Yes,Personal
U03304,2024-06-14,Germany,Mobile,Yes,Personal
U03305,2022-10-29,UK,Mobile,Yes,Personal
U03306,2022-08-19,Australia,Mobile,Yes,Personal
U03307,2024-01-01,Germany,Mobile,Yes,Personal
U03308,2022-03-07,Australia,Mobile,Yes,Business
U03309,2022-04-22,USA,Mobile,Yes,Business
U03310,2022-01-13,USA,Mobile,Yes,Business
U03311,2023-01-28,Germany,Desktop,Yes,Personal
U03312,2023-05-15,Australia,Desktop,Yes,Personal
U03313,2023-08-21,Australia,Mobile,Yes,Business
U03314,2022-08-22,UK,Mobile,Yes,Personal
U03315,2023-08-25,UK,Mobile,Yes,Personal
U03316,2022-11-10,Germany,Desktop,Yes,Personal
U03317,2023-07-20,Canada,Mobile,Yes,Personal
U03318,2022-01-12,UK,Desktop,Yes,Personal
U03319,2022-07-28,India,Mobile,Yes,Personal
U03320,2022-01-14,UK,Desktop,Yes,Business
U03321,2023-09-25,Canada,Mobile,Yes,Personal
U03322,2023-02-22,Australia,Mobile,Yes,Personal
U03323,2023-03-13,USA,Mobile,Yes,Personal
U03324,2023-01-12,USA,Mobile,Yes,Personal
U03325,2022-01-20,Australia,Desktop,Yes,Personal
U03326,2023-08-10,USA,Desktop,Yes,Personal
U03327,2024-01-25,UK,Mobile,Yes,Personal
U03328,2024-01-05,USA,Mobile,Yes,Business
U03329,2022-03-11,Canada,Desktop,No,Personal
U03330,2024-04-03,Canada,Mobile,No,Personal
U03331,2022-07-30,UK,Mobile,Yes,Personal
U03332,2022-04-11,Australia,Mobile,Yes,Business
U03333,2023-11-29,India,Mobile,Yes,Personal
U03334,2022-05-12,UK,Desktop,Yes,Personal
U03335,2023-09-15,USA,Mobile,Yes,Personal
U03336,2023-01-16,UK,Mobile,Yes,Personal
U03337,2022-05-12,Canada,Mobile,Yes,Personal
U03338,2022-01-20,UK,Mobile,No,Personal
U03339,2023-06-20,UK,Desktop,No,Personal
U03340,2022-08-15,India,Mobile,No,Personal
U03341,2022-06-03,Canada,Mobile,Yes,Personal
U03342,2024-03-15,Germany,Desktop,Yes,Personal
U03343,2024-01-12,Germany,Mobile,No,Personal
U03344,2023-04-14,Canada,Mobile,Yes,Personal
U03345,2024-04-01,Germany,Mobile,Yes,Business
U03346,2024-05-20,USA,Mobile,No,Personal
U03347,2023-02-09,Germany,Mobile,Yes,Personal
U03348,2022-07-21,USA,Mobile,Yes,Personal
U03349,2022-02-07,Canada,Mobile,Yes,Personal
U03350,2024-02-11,Germany,Desktop,Yes,Personal
U03351,2022-07-07,Germany,Mobile,Yes,Personal
U03352,2022-02-26,Australia,Desktop,Yes,Personal
U03353,2022-01-20,USA,Mobile,Yes,Personal
U03354,2022-09-30,USA,Desktop,No,Personal
U03355,2022-04-29,UK,Desktop,No,Personal
U03356,2023-08-06,India,Mobile,Yes,Personal
U03357,2023-05-31,Germany,Desktop,Yes,Personal
U03358,2022-08-09,Australia,Mobile,Yes,Business
U03359,2023-06-10,India,Desktop,No,Personal
U03360,2023-05-30,Australia,Desktop,No,Personal
U03361,2023-12-29,India,Mobile,Yes,Personal
U03362,2024-01-11,Germany,Mobile,Yes,Personal
U03363,2022-12-02,Australia,Mobile,Yes,Personal
U03364,2023-11-29,USA,Mobile,Yes,Personal
U03365,2022-02-24,UK,Mobile,No,Personal
U03366,2023-05-15,Australia,Mobile,Yes,Personal
U03367,2024-06-18,Canada,Mobile,Yes,Personal
U03368,2024-06-06,Germany,Mobile,Yes,Business
U03369,2024-02-05,Germany,Mobile,Yes,Personal
U03370,2023-06-20,Canada,Mobile,Yes,Personal
U03371,2022-06-11,India,Mobile,No,Personal
U03372,2023-11-01,UK,Desktop,Yes,Personal
U03373,2023-08-17,India,Desktop,Yes,Personal
U03374,2022-06-08,Canada,Mobile,Yes,Personal
U03375,2022-07-07,Canada,Desktop,Yes,Personal
U03376,2022-03-01,UK,Desktop,Yes,Personal
U03377,2024-03-27,Canada,Desktop,Yes,Personal
U03378,2022-11-15,Canada,Mobile,No,Personal
U03379,2024-05-27,Australia,Mobile,No,Personal
U03380,2022-07-30,UK,Mobile,Yes,Business
U03381,2023-02-10,Germany,Mobile,Yes,Personal
U03382,2023-10-26,India,Mobile,No,Personal
U03383,2022-04-19,Germany,Mobile,Yes,Personal
U03384,2022-03-17,Germany,Mobile,Yes,Personal
U03385,2023-06-26,Australia,Mobile,Yes,Personal
U03386,2022-11-10,India,Mobile,Yes,Personal
U03387,2022-04-27,Germany,Desktop,No,Business
U03388,2024-05-17,UK,Desktop,Yes,Personal
U03389,2023-12-05,India,Desktop,Yes,Personal
U03390,2022-01-19,USA,Mobile,Yes,Personal
U03391,2023-03-08,Australia,Desktop,No,Personal
U03392,2023-11-16,Germany,Mobile,Yes,Personal
U03393,2024-01-10,Canada,Desktop,No,Personal
U03394,2022-12-16,India,Mobile,No,Personal
U03395,2022-07-02,USA,Mobile,No,Personal
U03396,2022-04-23,Canada,Desktop,Yes,Personal
U03397,2022-07-02,USA,Desktop,Yes,Personal
U03398,2023-04-26,Germany,Desktop,No,Personal
U03399,2022-05-26,Canada,Desktop,No,Personal
U03400,2024-04-10,Germany,Mobile,No,Personal
U03401,2023-09-20,Canada,Mobile,Yes,Personal
U03402,2022-04-23,India,Mobile,Yes,Personal
U03403,2024-02-02,UK,Mobile,No,Personal
U03404,2023-04-21,UK,Desktop,Yes,Personal
U03405,2024-02-02,USA,Desktop,Yes,Personal
U03406,2022-10-30,Australia,Mobile,Yes,Business
U03407,2024-04-04,Canada,Mobile,Yes,Personal
U03408,2022-04-28,Germany,Mobile,No,Personal
U03409,2024-03-23,Australia,Desktop,Yes,Personal
U03410,2022-06-10,India,Mobile,Yes,Personal
U03411,2023-02-05,India,Mobile,Yes,Personal
U03412,2022-07-17,India,Mobile,No,Personal
U03413,2022-09-17,UK,Mobile,Yes,Personal
U03414,2023-10-22,Germany,Desktop,Yes,Personal
U03415,2024-01-22,India,Desktop,Yes,Personal
U03416,2022-02-16,India,Mobile,Yes,Personal
U03417,2023-02-03,USA,Mobile,No,Personal
U03418,2023-12-11,Canada,Desktop,Yes,Personal
U03419,2023-07-13,Canada,Desktop,Yes,Personal
U03420,2022-03-19,Canada,Mobile,Yes,Personal
U03421,2022-05-04,Australia,Mobile,Yes,Personal
U03422,2022-03-16,USA,Desktop,No,Personal
U03423,2024-05-20,UK,Mobile,Yes,Personal
U03424,2022-05-17,Australia,Desktop,Yes,Personal
U03425,2023-08-25,USA,Mobile,No,Personal
U03426,2023-02-04,India,Mobile,Yes,Personal
U03427,2024-04-16,Germany,Mobile,Yes,Business
U03428,2023-05-20,Australia,Desktop,Yes,Personal
U03429,2023-05-15,Australia,Desktop,Yes,Business
U03430,2023-07-27,India,Mobile,Yes,Business
U03431,2022-05-18,India,Mobile,Yes,Personal
U03432,2022-02-19,Germany,Mobile,Yes,Business
U03433,2024-02-10,Canada,Desktop,Yes,Personal
U03434,2023-09-11,Australia,Desktop,Yes,Personal
U03435,2023-09-17,USA,Desktop,Yes,Personal
U03436,2024-05-11,UK,Mobile,No,Business
U03437,2022-09-11,India,Mobile,Yes,Business
U03438,2023-09-22,India,Mobile,Yes,Personal
U03439,2023-12-11,UK,Mobile,Yes,Personal
U03440,2024-04-28,USA,Mobile,Yes,Personal
U03441,2024-05-26,India,Desktop,Yes,Personal
U03442,2023-07-17,UK,Mobile,Yes,Personal
U03443,2024-01-27,India,Mobile,Yes,Personal
U03444,2023-03-02,Canada,Desktop,Yes,Personal
U03445,2023-07-01,Canada,Desktop,No,Personal
U03446,2022-10-29,India,Mobile,Yes,Business
U03447,2023-08-04,India,Mobile,Yes,Personal
U03448,2022-12-15,Canada,Mobile,Yes,Personal
U03449,2024-04-11,India,Mobile,No,Personal
U03450,2022-02-18,USA,Desktop,Yes,Business
U03451,2022-03-15,USA,Desktop,No,Personal
U03452,2023-12-05,Germany,Mobile,Yes,Personal
U03453,2022-09-18,USA,Desktop,Yes,Business
U03454,2022-12-22,Australia,Desktop,Yes,Personal
U03455,2023-08-05,Australia,Desktop,Yes,Personal
U03456,2023-08-25,Australia,Desktop,Yes,Personal
U03457,2022-09-17,India,Mobile,Yes,Business
U03458,2023-09-30,India,Mobile,Yes,Personal
U03459,2024-01-13,UK,Mobile,Yes,Personal
U03460,2022-10-22,Australia,Mobile,No,Personal
U03461,2023-10-03,Australia,Mobile,Yes,Personal
U03462,2024-03-02,USA,Mobile,Yes,Personal
U03463,2022-11-09,Canada,Desktop,Yes,Personal
U03464,2023-09-04,Canada,Mobile,Yes,Personal
U03465,2024-04-17,Germany,Desktop,Yes,Personal
U03466,2024-03-19,UK,Mobile,Yes,Personal
U03467,2022-07-01,Canada,Mobile,Yes,Personal
U03468,2023-11-17,Germany,Mobile,Yes,Personal
U03469,2024-04-07,USA,Mobile,No,Personal
U03470,2022-12-30,UK,Mobile,Yes,Personal
U03471,2022-07-07,UK,Desktop,Yes,Personal
U03472,2023-07-23,Australia,Mobile,Yes,Personal
U03473,2023-06-27,India,Desktop,Yes,Business
U03474,2023-08-19,Australia,Mobile,Yes,Personal
U03475,2023-10-26,USA,Mobile,Yes,Personal
U03476,2023-07-02,Australia,Desktop,Yes,Personal
U03477,2023-12-26,UK,Mobile,No,Personal
U03478,2023-02-12,Australia,Mobile,Yes,Personal
U03479,2024-05-25,Germany,Mobile,Yes,Personal
U03480,2023-09-10,Australia,Mobile,Yes,Personal
U03481,2023-02-18,Canada,Mobile,Yes,Personal
U03482,2022-12-08,USA,Mobile,Yes,Personal
U03483,2022-08-08,USA,Mobile,No,Personal
U03484,2022-06-12,UK,Mobile,Yes,Personal
U03485,2022-08-08,Australia,Desktop,Yes,Personal
U03486,2022-09-27,UK,Mobile,No,Personal
U03487,2023-09-24,UK,Desktop,Yes,Personal
U03488,2024-04-27,Germany,Mobile,Yes,Personal
U03489,2023-02-04,India,Desktop,Yes,Personal
U03490,2022-07-01,UK,Desktop,No,Personal
U03491,2023-09-10,India,Mobile,Yes,Personal
U03492,2023-12-30,India,Desktop,No,Personal
U03493,2022-07-24,USA,Mobile,Yes,Personal
U03494,2023-08-05,Canada,Mobile,Yes,Personal
U03495,2023-07-10,Canada,Mobile,Yes,Personal
U03496,2024-04-20,Australia,Desktop,No,Personal
U03497,2024-03-23,Germany,Desktop,Yes,Business
U03498,2022-08-16,Germany,Mobile,Yes,Personal
U03499,2023-11-27,Canada,Mobile,No,Personal
U03500,2023-09-11,Australia,Mobile,Yes,Personal
U03501,2023-08-19,Canada,Mobile,Yes,Personal
U03502,2024-04-29,Australia,Mobile,Yes,Personal
U03503,2022-09-07,Australia,Mobile,Yes,Personal
U03504,2024-05-24,Australia,Mobile,Yes,Personal
U03505,2023-03-17,Australia,Desktop,Yes,Personal
U03506,2023-06-17,USA,Mobile,Yes,Personal
U03507,2022-07-15,USA,Desktop,Yes,Personal
U03508,2023-11-21,Canada,Mobile,Yes,Personal
U03509,2023-06-03,Australia,Desktop,No,Personal
U03510,2022-03-11,UK,Mobile,No,Personal
U03511,2023-10-01,Australia,Mobile,Yes,Personal
U03512,2023-02-03,UK,Desktop,No,Personal
U03513,2023-11-03,USA,Desktop,No,Personal
U03514,2024-01-30,Australia,Mobile,Yes,Personal
U03515,2022-07-22,India,Mobile,No,Business
U03516,2022-05-28,Canada,Mobile,No,Personal
U03517,2023-04-17,Australia,Mobile,Yes,Personal
U03518,2023-10-17,Germany,Mobile,Yes,Personal
U03519,2022-07-18,UK,Mobile,Yes,Personal
U03520,2023-03-02,Australia,Mobile,Yes,Personal
U03521,2023-10-28,India,Mobile,Yes,Personal
U03522,2023-05-07,UK,Mobile,No,Personal
U03523,2024-06-06,India,Desktop,Yes,Personal
U03524,2024-06-14,Canada,Mobile,Yes,Personal
U03525,2022-05-22,Canada,Mobile,Yes,Personal
U03526,2022-11-09,Canada,Mobile,Yes,Business
U03527,2022-06-14,USA,Mobile,Yes,Personal
U03528,2022-11-10,India,Mobile,No,Personal
U03529,2022-01-21,Australia,Mobile,Yes,Personal
U03530,2022-03-23,Germany,Desktop,No,Personal
U03531,2023-08-04,Germany,Desktop,No,Personal
U03532,2022-05-11,Canada,Desktop,Yes,Personal
U03533,2023-08-22,Germany,Mobile,Yes,Personal
U03534,2023-12-31,UK,Mobile,Yes,Business
U03535,2022-11-01,India,Desktop,Yes,Personal
U03536,2023-01-06,India,Mobile,Yes,Personal
U03537,2024-05-06,India,Mobile,Yes,Personal
U03538,2024-05-02,UK,Mobile,Yes,Personal
U03539,2023-01-19,Australia,Desktop,Yes,Personal
U03540,2023-03-21,USA,Mobile,Yes,Personal
U03541,2023-03-01,UK,Mobile,Yes,Personal
U03542,2022-06-10,India,Desktop,Yes,Personal
U03543,2022-06-27,India,Desktop,Yes,Personal
U03544,2023-09-21,India,Mobile,Yes,Personal
U03545,2023-12-09,Australia,Desktop,No,Personal
U03546,2024-06-13,Germany,Mobile,Yes,Personal
U03547,2023-05-05,USA,Desktop,Yes,Personal
U03548,2022-11-23,UK,Mobile,Yes,Personal
U03549,2023-08-21,India,Mobile,Yes,Personal
U03550,2022-10-16,Canada,Desktop,Yes,Personal
U03551,2023-08-16,USA,Mobile,No,Personal
U03552,2023-10-26,Canada,Mobile,Yes,Personal
U03553,2023-07-27,USA,Mobile,Yes,Personal
U03554,2023-07-27,India,Desktop,Yes,Personal
U03555,2022-12-20,USA,Mobile,Yes,Personal
U03556,2022-01-28,USA,Mobile,Yes,Business
U03557,2022-02-12,India,Mobile,Yes,Business
U03558,2023-11-12,Australia,Mobile,Yes,Personal
U03559,2023-02-27,Canada,Desktop,Yes,Personal
U03560,2023-08-21,Australia,Desktop,Yes,Personal
U03561,2022-06-26,Canada,Desktop,Yes,Business
U03562,2023-06-13,Germany,Desktop,Yes,Business
U03563,2023-09-02,Canada,Desktop,Yes,Business
U03564,2023-05-09,Canada,Mobile,Yes,Personal
U03565,2022-07-17,USA,Mobile,Yes,Personal
U03566,2023-09-02,Germany,Mobile,Yes,Personal
U03567,2023-07-31,India,Mobile,Yes,Personal
U03568,2024-04-21,India,Mobile,Yes,Business
U03569,2024-05-02,UK,Mobile,No,Personal
U03570,2023-06-01,Germany,Desktop,Yes,Personal
U03571,2023-05-29,USA,Mobile,No,Personal
U03572,2022-01-22,UK,Mobile,Yes,Personal
U03573,2022-04-22,UK,Mobile,Yes,Personal
U03574,2022-02-26,India,Mobile,Yes,Personal
U03575,2022-03-07,Canada,Mobile,Yes,Personal
U03576,2024-04-21,USA,Mobile,Yes,Personal
U03577,2022-04-08,Germany,Mobile,Yes,Personal
U03578,2022-05-24,UK,Desktop,Yes,Personal
U03579,2024-05-29,USA,Desktop,Yes,Personal
U03580,2023-03-11,India,Mobile,Yes,Personal
U03581,2023-09-29,UK,Mobile,Yes,Personal
U03582,2023-11-10,UK,Desktop,Yes,Personal
U03583,2022-03-27,Australia,Mobile,No,Personal
U03584,2023-08-11,India,Mobile,Yes,Personal
U03585,2022-12-10,Australia,Mobile,Yes,Personal
U03586,2022-10-21,India,Desktop,Yes,Business
U03587,2023-07-25,India,Desktop,No,Personal
U03588,2023-10-12,Australia,Desktop,Yes,Personal
U03589,2023-09-03,USA,Mobile,Yes,Personal
U03590,2023-12-05,USA,Mobile,Yes,Personal
U03591,2022-08-31,USA,Mobile,Yes,Personal
U03592,2024-04-10,Canada,Desktop,Yes,Personal
U03593,2023-07-15,UK,Mobile,Yes,Personal
U03594,2022-02-01,USA,Mobile,Yes,Personal
U03595,2023-01-26,Canada,Mobile,Yes,Personal
U03596,2022-10-04,UK,Desktop,Yes,Personal
U03597,2023-06-16,USA,Mobile,Yes,Personal
U03598,2022-06-03,India,Desktop,Yes,Personal
U03599,2023-01-18,Germany,Mobile,Yes,Personal
U03600,2022-03-09,USA,Mobile,Yes,Personal
U03601,2024-05-27,Germany,Mobile,Yes,Personal
U03602,2024-06-02,USA,Mobile,Yes,Personal
U03603,2022-08-02,India,Mobile,Yes,Personal
U03604,2023-10-17,Germany,Desktop,No,Personal
U03605,2023-01-11,Canada,Mobile,Yes,Personal
U03606,2024-01-14,India,Mobile,Yes,Personal
U03607,2022-08-01,Germany,Desktop,Yes,Personal
U03608,2022-03-20,Germany,Mobile,Yes,Personal
U03609,2023-12-27,Australia,Mobile,Yes,Personal
U03610,2023-09-20,Australia,Mobile,Yes,Personal
U03611,2023-08-27,India,Mobile,No,Personal
U03612,2024-02-21,India,Mobile,Yes,Personal
U03613,2023-01-16,India,Mobile,No,Personal
U03614,2023-11-11,UK,Mobile,Yes,Personal
U03615,2022-02-27,Canada,Desktop,Yes,Business
U03616,2024-03-06,USA,Mobile,Yes,Personal
U03617,2022-01-26,Australia,Mobile,Yes,Personal
U03618,2024-05-30,Germany,Desktop,Yes,Personal
U03619,2023-03-23,Australia,Mobile,No,Personal
U03620,2022-03-07,USA,Mobile,No,Business
U03621,2024-01-30,India,Mobile,Yes,Business
U03622,2022-09-11,Australia,Desktop,Yes,Personal
U03623,2024-06-17,Canada,Mobile,No,Personal
U03624,2022-02-13,Canada,Desktop,Yes,Business
U03625,2022-04-07,UK,Desktop,Yes,Business
U03626,2023-07-08,Australia,Mobile,Yes,Personal
U03627,2022-08-15,India,Desktop,Yes,Personal
U03628,2024-02-13,Germany,Mobile,Yes,Personal
U03629,2023-11-10,UK,Mobile,No,Personal
U03630,2023-03-12,India,Mobile,Yes,Business
U03631,2024-03-01,UK,Mobile,Yes,Personal
U03632,2023-08-24,Australia,Desktop,Yes,Business
U03633,2023-01-14,USA,Mobile,No,Personal
U03634,2022-06-27,Australia,Mobile,No,Business
U03635,2023-03-03,India,Desktop,Yes,Personal
U03636,2023-12-10,Germany,Desktop,Yes,Personal
U03637,2022-11-03,Germany,Desktop,No,Personal
U03638,2024-02-18,India,Desktop,Yes,Personal
U03639,2023-05-19,UK,Mobile,No,Personal
U03640,2022-09-25,Canada,Mobile,Yes,Personal
U03641,2023-08-09,India,Mobile,Yes,Personal
U03642,2022-01-08,Australia,Mobile,No,Business
U03643,2023-05-23,Germany,Mobile,No,Personal
U03644,2023-04-21,USA,Desktop,Yes,Personal
U03645,2022-10-24,Germany,Desktop,Yes,Personal
U03646,2022-06-13,Canada,Mobile,Yes,Personal
U03647,2023-04-30,Germany,Desktop,Yes,Business
U03648,2023-08-20,Canada,Mobile,Yes,Personal
U03649,2022-03-13,India,Mobile,Yes,Personal
U03650,2023-07-21,Germany,Desktop,No,Personal
U03651,2023-07-13,UK,Mobile,Yes,Personal
U03652,2022-08-26,Australia,Desktop,Yes,Personal
U03653,2022-04-14,UK,Mobile,Yes,Personal
U03654,2022-07-29,Australia,Desktop,Yes,Business
U03655,2023-07-08,Germany,Mobile,Yes,Personal
U03656,2024-04-07,Germany,Mobile,Yes,Personal
U03657,2023-04-13,Australia,Mobile,Yes,Personal
U03658,2023-03-30,USA,Mobile,Yes,Personal
U03659,2022-09-25,Germany,Mobile,No,Personal
U03660,2023-01-21,USA,Mobile,Yes,Personal
U03661,2024-02-14,USA,Desktop,Yes,Personal
U03662,2024-04-27,Australia,Desktop,Yes,Personal
U03663,2023-01-22,USA,Mobile,Yes,Personal
U03664,2024-05-26,USA,Mobile,Yes,Personal
U03665,2022-09-16,India,Desktop,No,Business
U03666,2022-10-10,UK,Mobile,No,Personal
